areas_of_interest,consultations,detailOfTypeDoc,experience,image_url,name,profile_url,qualifications,reviews,satisfaction,specialization,totalNumOfDocs,typeOfDoc
"Stone Diseases, Male Sexual Health","[{""type"": ""Nelson Medical Complex, Abid Majeed Road, Rawalpindi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Nelson Medical Complex, Abid Majeed Road, Rawalpindi""}]","Urologists are specialist who diagnose, treat and manage conditions that affect reproductive and bladder health in men.",23,https://staticconnect.marham.pk/assets/doctors/8990/dr-fartash-sarwar-urologist-rawalpindi-93_170X170.webp,Dr. Fartash Sarwar,https://www.marham.pk/doctors/rawalpindi/urologist/dr-fartash-sarwar,"MBBS, FCPS (Urology)",0,97,"Urologist, Sexologist, Andrologist",655,Urologist
"Prostate Diseases, Stone Diseases, Infertility, Kidney Stones","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""950"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Children Family Urology and Gynecology Clinic, Raiwind Road, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Children Family Urology and Gynecology Clinic, Raiwind Road, Lahore""}]","Urologists are specialist who diagnose, treat and manage conditions that affect reproductive and bladder health in men.",9,https://staticconnect.marham.pk/assets/doctors/36186/faizan-urologist-lahore-30_170X170.webp,Dr. Faizan Haider Rizvi,https://www.marham.pk/online-consultation/urologist/lahore/dr-faizan-haider-rizvi-36186,"MBBS, FCPS (Urology)",36186,95,Urologist,655,Urologist
"Gynecology, Obstetrician, Infertility, Polycystic Ovarian Syndrome","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]",Gynecologists are those specialists that treat women reproductive issues & child birth.,9,https://staticconnect.marham.pk/assets/doctors/30925/dr-musarrat-qureshi-gynecologist-peshawar-20_170X170.webp,Dr. Musarrat Qureshi,https://www.marham.pk/online-consultation/gynecologist/peshawar/dr-musarrat-qureshi-30925,"MBBS,FCPS",30925,96,Gynecologist,3305,Gynecologist
"Obstetrician, Pregnancy, Hormonal Issues Of Women, Infertility Services","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]",Gynecologists are those specialists that treat women reproductive issues & child birth.,26,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Asma Jabeen,https://www.marham.pk/online-consultation/gynecologist/lahore/dr-asma-jabeen-19378,"MBBS , MCPS (Obstetrics & Gynecology)",19378,93,Gynecologist,3305,Gynecologist
"High-risk Cases Of Obstetrics, Aesthetic Gynecology For Vaginal Laxity, Vaginal Trauma After Child Birth, Urine Leakage","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Iqraa Medical Complex Ext Hospital, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Iqraa Medical Complex Ext Hospital, Johar Town, Lahore""}, {""type"": ""Dha clinic, DHA, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Dha clinic, DHA, Lahore""}]",Gynecologists are those specialists that treat women reproductive issues & child birth.,25,https://staticconnect.marham.pk/assets/doctors/1732/assoc-prof-dr-misbah-malik-gynecologist-lahore-91_170X170.webp,Assoc. Prof. Dr. Misbah Malik,https://www.marham.pk/doctors/lahore/gynecologist/assoc-prof-dr-misbah-malik,"MBBS, MCPS (Obstetrics & Gynecology), FCPS (Obstetrics & Gynecology)",0,97,Gynecologist,3305,Gynecologist
"Pregnancy, Hormonal Issues Of Women, Gynaecology & Obstetrician, Infertility Services","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Quaid-E-Azam International Hospital, Main Peshawar Road, Islamabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4100"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Quaid-E-Azam International Hospital, Main Peshawar Road, Islamabad""}, {""type"": ""Abrar Surgery Hospital, Cantt, Rawalpindi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Abrar Surgery Hospital, Cantt, Rawalpindi""}]",Gynecologists are those specialists that treat women reproductive issues & child birth.,22,https://staticconnect.marham.pk/assets/doctors/8117/prof-dr-umber-jalil-bakhtiar-gynecologist-islamabad-58_170X170.webp,Prof. Dr. Umber Jalil Bakhtiar,https://www.marham.pk/doctors/islamabad/gynecologist/prof-dr-umber-jalil-bakhtiar,"MBBS, MCPS (Obstetrics & Gynecology), FCPS (Obstetrics & Gynecology)",0,96,Gynecologist,3305,Gynecologist
"Infertility Expert, High-risk Surgery Obs & Gyne, Hormonal Issues Of Women, Polycystic Ovarian Syndrome, Ovarian Cysts","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Advance Concept Fertility Medical Center, Quetta City, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Advance Concept Fertility Medical Center, Quetta City, Quetta""}, {""type"": ""BA Healthcare Hospital, Quetta, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""BA Healthcare Hospital, Quetta, Quetta""}, {""type"": ""Aria Institute Of Medical And Health Sciences, Quetta City, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Aria Institute Of Medical And Health Sciences, Quetta City, Quetta""}]",Gynecologists are those specialists that treat women reproductive issues & child birth.,10,https://staticconnect.marham.pk/assets/doctors/7518/dr-nabila-naz-gynecologist-quetta-25_170X170.webp,Dr. Nabila Naz,https://www.marham.pk/doctors/quetta/gynecologist/dr-nabila-naz,"MBBS, MCPS, MPH(AUSTRALIA), S.T.A.R.T (Infertility) (AUSTRALIA) Infertility Expert",0,95,Gynecologist,3305,Gynecologist
Pregnancy,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]",Gynecologists are those specialists that treat women reproductive issues & child birth.,11,https://staticconnect.marham.pk/assets/doctors/13093/dr-eruj-saleem-gynecologist-karachi-33_170X170.webp,Dr. Eruj Saleem,https://www.marham.pk/online-consultation/gynecologist/karachi/dr-eruj-saleem-13093,"MBBS , MCPS (Obstetrics & Gynaecology)",13093,79,Gynecologist,3305,Gynecologist
"Gynecology, Obstetrician, Infertility","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Sarf Hospital, F-10, Islamabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Sarf Hospital, F-10, Islamabad""}]",Gynecologists are those specialists that treat women reproductive issues & child birth.,14,https://staticconnect.marham.pk/assets/doctors/37708/dr-maria-athar-gynecologist-islamabad-26_170X170.webp,Dr. Maria Athar,https://www.marham.pk/doctors/islamabad/gynecologist/dr-maria-athar,"MBBS, FCPS (Obstetrics & Gynaecology)",0,99,Gynecologist,3305,Gynecologist
"Gynecology, Obstetrician, Infertility, High-risk Cases Of Obstetrics","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]",Gynecologists are those specialists that treat women reproductive issues & child birth.,10,https://staticconnect.marham.pk/assets/doctors/37566/dr-sadia-gynecologist-hyderabad-74_170X170.webp,Dr. Sadia,https://www.marham.pk/online-consultation/gynecologist/lahore/dr-sadia-37566,"MBBS (Gold Medalist), FCPS (Obstetrics & Gynecology)",37566,96,Gynecologist,3305,Gynecologist
"Infertility Expert, High-risk Cases Of Obstetrics, Hormonal Issues Of Women, Caesarean Section/ C-Section, Aesthetic Gynecology For Vaginal Laxity, Vaginal Trauma After Child Birth, Vaginal Trauma After Child Birth With Advancing Age Leadig Towards Problems In Husband And Wife Relationships","[{""type"": ""Saleem Medical Complex Hospital, Quetta City, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Saleem Medical Complex Hospital, Quetta City, Quetta""}, {""type"": ""BA Healthcare Hospital, Quetta, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""BA Healthcare Hospital, Quetta, Quetta""}]",Gynecologists are those specialists that treat women reproductive issues & child birth.,32,https://staticconnect.marham.pk/assets/doctors/13058/prof-dr-aisha-siddiqa-gynecologist-quetta-10_170X170.webp,Prof. Dr. Aisha Siddiqa,https://www.marham.pk/doctors/quetta/gynecologist/prof-dr-aisha-siddiqa,"MBBS, FCPS, Masters In Surgery (Glasgow UK)",0,94,Gynecologist,3305,Gynecologist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Hameed Latif Hospital, Garden Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Hameed Latif Hospital, Garden Town, Lahore""}]",Gynecologists are those specialists that treat women reproductive issues & child birth.,25,https://staticconnect.marham.pk/assets/doctors/61008/prof-dr-shamila-ijaz-munir-gynecologist-lahore-89_170X170.webp,Prof. Dr. Shamila Ijaz Munir,https://www.marham.pk/doctors/lahore/gynecologist/prof-dr-shamila-ijaz-munir,"MBBS, MRCOG (UK), FRCOG (UK), Fellowship in IVF, Fellowship in ART & Reproductive Medicine (Germany),  Dip. Urogynae (Germany)",0,98,"Gynecologist, Fertility Consultant",3305,Gynecologist
"Gynecology, Obstetrician, Infertility Expert","[{""type"": ""Imam Clinic, North Nazimabad, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Imam Clinic, North Nazimabad, Karachi""}]",Gynecologists are those specialists that treat women reproductive issues & child birth.,31,https://staticconnect.marham.pk/assets/doctors/34028/dr-qamar-murtaza-gynecologist-karachi-88_170X170.webp,Dr. Qamar Murtaza,https://www.marham.pk/doctors/karachi/gynecologist/dr-qamar-murtaza,"MBBS, MCPS (Obstetrics & Gynaecology)",0,92,Gynecologist,3305,Gynecologist
"Gynecology, Obstetrician, Infertility Expert, Infertility","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Aziz Fatima Hospital, Gulistan Colony, Faisalabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Aziz Fatima Hospital, Gulistan Colony, Faisalabad""}]",Gynecologists are those specialists that treat women reproductive issues & child birth.,22,https://staticconnect.marham.pk/assets/doctors/14882/prof-dr-rahila-farhat-ch-gynecologist-faisalabad-69_170X170.webp,Prof. Dr. Rahila Farhat Ch,https://www.marham.pk/online-consultation/gynecologist/faisalabad/prof-dr-rahila-farhat-ch-14882,"MBBS, FCPS (Obstetrics and Gynecology), MCPS (Obstetrics and Gynecology), MRCOG",14882,98,Gynecologist,3305,Gynecologist
PRP,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""MedEast Medical Center, Paragon City, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""MedEast Medical Center, Paragon City, Lahore""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,35,https://staticconnect.marham.pk/assets/doctors/34503/dr-muhammad-amjad-dermatologist-lahore-70_170X170.webp,Dr. Muhammad Amjad,https://www.marham.pk/online-consultation/dermatologist/lahore/dr-muhammad-amjad-34503,"MBBS, MCPS (Dermatology), FCPS (Dermatology)",34503,98,Dermatologist,1319,Dermatologist
"Acne, Acne Scars, Melasma, Hairfall","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Chughtai Medical Centre, DHA Phase 4, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Chughtai Medical Centre, DHA Phase 4, Lahore""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,15,https://staticconnect.marham.pk/assets/doctors/5396/dr-umer-mushtaq-dermatologist-lahore-79_170X170.webp,Dr. Umer Mushtaq,https://www.marham.pk/doctors/lahore/dermatologist/dr-umer-mushtaq,"MBBS, FCPS (Dermatology), CAAAM (USA)",0,97,Dermatologist,1319,Dermatologist
"Hair Problems, Acne And Acne Scars, Thread Up Lighting Warts Removal, Aesthetic Procedures","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Deep Ocean Dermatology, Skin Laser Center, Clifton, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Deep Ocean Dermatology, Skin Laser Center, Clifton, Karachi""}, {""type"": ""Skin Laser & Cosmetology Center, Saddar, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Skin Laser & Cosmetology Center, Saddar, Karachi""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,27,https://staticconnect.marham.pk/assets/doctors/9226/dr-zafar-ahmed-dermatologist-karachi-34_170X170.webp,Dr. Zafar Ahmed,https://www.marham.pk/doctors/karachi/dermatologist/dr-zafar-ahmed,"MBBS, CRCP, D.DERM (Thailand ), Diploma in Dermato-Surgery (Bangkok), Research Course (UK)",0,96,Dermatologist,1319,Dermatologist
