areas_of_interest,consultations,detailOfTypeDoc,experience,image_url,name,profile_url,qualifications,reviews,satisfaction,specialization,totalNumOfDocs,typeOfDoc
"Hair Problems, PRP, Acne, Melasma, Laser Treatment","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""2,500"", ""link"": null}, {""type"": ""Doctors Hospital, Quetta City, Quetta"", ""hospital"": null, ""fee"": ""1000"", ""link"": null}]",The specialists who treat skin problems are called dermatologists or skin specialists.,0,https://staticconnect.marham.pk/assets/doctors/18057/asst-prof-dr-surjeet-kumar-dermatologist-quetta-83_170X170.webp,Asst. Prof. Dr. Surjeet Kumar,https://www.marham.pk/doctors/quetta/dermatologist/asst-prof-dr-surjeet-kumar,"MBBS, FCPS(Dermatology)",0,12,Dermatologist,1319,Dermatologist
"PRP, Laser For Acne, Laser For Hair Removal, Acne Scars","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""1,000"", ""link"": null}, {""type"": ""Maryam Hospital, Rehman Shaheed Road, Gujrat"", ""hospital"": null, ""fee"": ""800"", ""link"": null}]",The specialists who treat skin problems are called dermatologists or skin specialists.,0,https://staticconnect.marham.pk/assets/doctors/26611/dr-maryam-qayyum-dermatologist-gujrat-59_170X170.webp,Asst. Prof. Dr. Maryam Qayyum,https://www.marham.pk/doctors/gujrat/dermatologist/asst-prof-dr-maryam-qayyum,"MBBS, FCPS (Dermatology)",0,10,Dermatologist,1319,Dermatologist
"Infertility, Male Sexual Health, Stones Of Urinary Tract, Erectile Dysfunction","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""1,899"", ""link"": null}, {""type"": ""Farooq Urology Clinic, Samanabad, Lahore"", ""hospital"": null, ""fee"": ""2499"", ""link"": null}, {""type"": ""Punjab Medical Center, Jail Road, Lahore"", ""hospital"": null, ""fee"": ""3199"", ""link"": null}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,0,https://staticconnect.marham.pk/assets/doctors/10480/dr-muhammad-farooq-ahmed-urologist-lahore-38_170X170.webp,Prof. Dr. Muhammad Farooq,https://www.marham.pk/doctors/lahore/urologist/prof-dr-muhammad-farooq,"MBBS, FCPS (Urology), FCPS (Surgery)",0,40,"Urologist, Sexologist, Andrologist",12,Andrologist
"Infertility, External Lithotripsy, Male Infertility Treatment, Adult Urology","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""2,000"", ""link"": null}, {""type"": ""Urology Clinic, Blue Area, Islamabad"", ""hospital"": null, ""fee"": ""2000"", ""link"": null}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,0,https://staticconnect.marham.pk/assets/doctors/6402/dr-aftab-ali-malik-urologist-islamabad-91_170X170.webp,Dr. Aftab Ali Malik,https://www.marham.pk/online-consultation/urologist/islamabad/dr-aftab-ali-malik-6402,"MBBS, FCPS (Urology)",0,35,"Urologist, Sexologist, Andrologist",12,Andrologist
"Infertility, Male Sexual Health, Stones Of Urinary Tract, Male Infertility Treatment, Pcnl, Infertility, Microsurgery, Penile Implants, Pcnl, Infertility, Microsurgery, Penile Implants, Implant Dentistry","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""5,000"", ""link"": null}, {""type"": ""Chughtai Medical Center Jail Road, Gulberg 5, Lahore"", ""hospital"": null, ""fee"": ""4000"", ""link"": null}, {""type"": ""Chughtai Medical Center Johar Town, Johar Town, Lahore"", ""hospital"": null, ""fee"": ""4000"", ""link"": null}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,0,https://staticconnect.marham.pk/assets/doctors/2881/dr-fawad-nasrullah-urologist-lahore_170X170.webp,Prof. Dr. Fawad Nasrullah,https://www.marham.pk/doctors/lahore/urologist/prof-dr-fawad-nasrullah,"MBBS, FCPS (Urology), FACS (USA)",0,28,"Urologist, Sexologist, Urologist, Endourologist, Andrologist",12,Andrologist
"UroOncology, Kidney Stones, Endo Urology, Laparoscopic Urology","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""1,700"", ""link"": null}, {""type"": ""The Kidney Centre, Cantt, Karachi"", ""hospital"": null, ""fee"": ""3050"", ""link"": null}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,0,https://staticconnect.marham.pk/assets/doctors/8729/dr-muhammad-shoaib-mithani-urologist-karachi-73_170X170.webp,Dr. Muhammad Shoaib Mithani,https://www.marham.pk/doctors/karachi/urologist/dr-muhammad-shoaib-mithani,"MBBS, FCPS, Fellow (European Board Urology)",0,20,"Urologist, Sexologist, Andrologist",12,Andrologist
"Infertility, Prostatic Disease, Stones Of Urinary Tract","[{""type"": ""Primax Medical Complex, Mareer Chowk, Rawalpindi"", ""hospital"": null, ""fee"": ""2500"", ""link"": null}, {""type"": ""Primax Diagnostic Centre, Murree Road, Rawalpindi"", ""hospital"": null, ""fee"": ""2500"", ""link"": null}, {""type"": ""Executive Clinics & Pharmacy, bahria  town, Islamabad"", ""hospital"": null, ""fee"": ""2500"", ""link"": null}, {""type"": ""Ahmad Medical Complex Hospital, Satellite Town, Rawalpindi"", ""hospital"": null, ""fee"": ""2500"", ""link"": null}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,0,https://staticconnect.marham.pk/assets/doctors/8163/dr-salman-ahmed-tipu-urologist-islamabad-32_170X170.webp,Prof. Dr. Salman Ahmed Tipu,https://www.marham.pk/doctors/rawalpindi/urologist/prof-dr-salman-ahmed-tipu,"MBBS, FRCS (General Surgery), FCPS (Urology)",0,25,"Urologist, Sexologist, Andrologist",12,Andrologist
"Prostate Diseases, Stone Diseases, Infertility, Kidney Stones","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""2,000"", ""link"": null}, {""type"": ""Azeem Medical Complex AMC, Munir Chowk, Gujranwala"", ""hospital"": null, ""fee"": ""1450"", ""link"": null}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,0,https://staticconnect.marham.pk/assets/doctors/16281/doctorasifmalik-urologist-gujranwala-89_170X170.webp,Asst. Prof. Dr. Associate Dr. Asif Malik,https://www.marham.pk/online-consultation/urologist/gujranwala/asst-prof-dr-associate-dr-asif-malik-16281,"MBBS, MS (Urology)",0,20,"Urologist, Sexologist, Andrologist",12,Andrologist
"Stone Diseases, Infertility, External Lithotripsy, Male Sexual Health, Renal Stones","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""1,500"", ""link"": null}, {""type"": ""Mission Hospital, Dabgari Gardens, Peshawar"", ""hospital"": null, ""fee"": ""1500"", ""link"": null}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,0,https://staticconnect.marham.pk/assets/doctors/13154/dr-amin-ul-haq-urologist-peshawar-17_170X170.webp,Prof. Dr. Amin Ul Haq,https://www.marham.pk/doctors/peshawar/urologist/prof-dr-amin-ul-haq,"MBBS,  Masters of Surgery (Urology)",0,35,"Urologist, Sexologist, Andrologist",12,Andrologist
"Prostate Diseases, Stone Diseases, Kidney Stones, Male Sexual Health","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""3,000"", ""link"": null}, {""type"": ""Doctors Hospital, Johar Town, Lahore"", ""hospital"": null, ""fee"": ""3000"", ""link"": null}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,0,https://staticconnect.marham.pk/assets/doctors/7325/dr-khizer-hayat-gondal-urologist-lahore_170X170.webp,Prof. Dr. Khizer Hayat Gondal,https://www.marham.pk/doctors/lahore/urologist/prof-dr-khizer-hayat-gondal,"MBBS, FCPS, Training Laproscopis surgery",0,26,"Urologist, Sexologist, Andrologist",12,Andrologist
"Kidney Stones, Male Sexual Health, Circumcision, Peadriatrics, Male/Female Infertility","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""2,000"", ""link"": null}, {""type"": ""Qadir Medical Complex, people colony no 2, Faisalabad"", ""hospital"": null, ""fee"": ""1500"", ""link"": null}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,0,https://staticconnect.marham.pk/assets/doctors/4222/dr-imran-qadir-urologist-faisalabad-67_170X170.webp,Asst. Prof. Dr. Imran Qadir,https://www.marham.pk/online-consultation/urologist/faisalabad/asst-prof-dr-imran-qadir-4222,"MBBS, MD, FCPS",0,15,"Urologist, Sexologist, Andrologist, Pediatric Urologist",12,Andrologist
"Stone Diseases, Male Sexual Health","[{""type"": ""Nelson Medical Complex, Abid Majeed Road, Rawalpindi"", ""hospital"": null, ""fee"": ""1500"", ""link"": null}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,0,https://staticconnect.marham.pk/assets/doctors/8990/dr-fartash-sarwar-urologist-rawalpindi-93_170X170.webp,Dr. Fartash Sarwar,https://www.marham.pk/doctors/rawalpindi/urologist/dr-fartash-sarwar,"MBBS, FCPS (Urology)",0,23,"Urologist, Sexologist, Andrologist",12,Andrologist
"Infertility, Male Sexual Health","[{""type"": ""Fatima Kidney Hospital, Near DHQ hospital, Dera Ghazi Khan"", ""hospital"": null, ""fee"": ""1200"", ""link"": null}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,0,https://staticconnect.marham.pk/assets/doctors/8754/dr-aasif-gurmani-urologist-dera-ghazi-khan-93_170X170.webp,Dr. Aasif Gurmani,https://www.marham.pk/doctors/dera-ghazi-khan/urologist/dr-aasif-gurmani,"MBBS, FCPS (Urology), FCPS (General Surgery), MRCS",0,16,"Urologist, Sexologist, Andrologist",12,Andrologist
"Stone Diseases, Infertility, Male Sexual Health, Paeds","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""3,000"", ""link"": null}, {""type"": ""Mirha Tower Mustafa Medicare Hospital, Multan, Multan"", ""hospital"": null, ""fee"": ""3000"", ""link"": null}, {""type"": ""khawaja fareed social security, Vehari, Multan"", ""hospital"": null, ""fee"": ""3000"", ""link"": null}, {""type"": ""Ashraf Naseer Hospital, shah rukne alam colony, Multan"", ""hospital"": null, ""fee"": ""3000"", ""link"": null}, {""type"": ""Chugtai Medical Centre, Nishtar Road, Multan"", ""hospital"": null, ""fee"": ""3000"", ""link"": null}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,0,https://staticconnect.marham.pk/assets/doctors/13528/dr-muhammad-waqas-khan-urologist-multan-14_170X170.webp,Asst. Prof. Dr. Muhammad Waqas Khan,https://www.marham.pk/doctors/multan/urologist/asst-prof-dr-muhammad-waqas-khan,"MBBS, MCPS (General Surgery), FCPS (Urology), FRCS (Urology), FACS (USA)",0,14,"Urologist, General Surgeon, Sexologist, Andrologist",12,Andrologist
"Adult Psychiatry, Child And Adolescent, Drug Addiction, Sexual Disorders Etc Etc","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""3,000"", ""link"": null}, {""type"": ""Sajid Hospital, Quetta City, Quetta"", ""hospital"": null, ""fee"": ""1500"", ""link"": null}]",Neuro psychiatrists are specialists that deals with neurologic and psychiatric disorders and study to understand how neurologic diseases can cause psychiatric disorders.,0,https://staticconnect.marham.pk/assets/doctors/15397/dr-zainullah-khan-kakar-psychiatrist-quetta-44_170X170.webp,Assoc. Prof. Dr. Zainullah Khan Kakar,https://www.marham.pk/doctors/quetta/neuro-psychiatrist/assoc-prof-dr-zainullah-khan-kakar,"MBBS , FCPS (psychiatry) , MCPS(Neurology)  , IFAPA (USA) , Member Royal College of Psychiatrist (London)",0,17,"Neuro Psychiatrist, Psychiatrist, Neurologist",17,Neuro Psychiatrist
"Personality Disorder, Depression, Anxiety, Bipolar, Addiction/ Drug Abuse Psychiatry, Adult Psychiatry","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""2,000"", ""link"": null}, {""type"": ""Military Hospital, Cantt, Rawalpindi"", ""hospital"": null, ""fee"": ""2000"", ""link"": null}]",Neuro psychiatrists are specialists that deals with neurologic and psychiatric disorders and study to understand how neurologic diseases can cause psychiatric disorders.,0,https://staticconnect.marham.pk/assets/doctors/63086/dr-m-kamran-neuro-psychiatrist-rawalpindi-76_170X170.webp,Asst. Prof. Dr. M Kamran,https://www.marham.pk/doctors/rawalpindi/neuro-psychiatrist/asst-prof-dr-m-kamran,"MBBS, FCPS (Psychiatry)",0,15,Neuro Psychiatrist,17,Neuro Psychiatrist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""3,000"", ""link"": null}, {""type"": ""Lifeline Hospital, North Nazimabad, Karachi"", ""hospital"": null, ""fee"": ""2500"", ""link"": null}, {""type"": ""J Dental & Health Care, North Nazimabad, Karachi"", ""hospital"": null, ""fee"": ""2500"", ""link"": null}, {""type"": ""Soul Mind Hospital, North Nazimabad, Karachi"", ""hospital"": null, ""fee"": ""2500"", ""link"": null}, {""type"": ""Neuro Mind Consultant's Clinic & Rehabilitation Center, Gulshan- e - Iqbal, Karachi"", ""hospital"": null, ""fee"": ""2000"", ""link"": null}]",Neuro psychiatrists are specialists that deals with neurologic and psychiatric disorders and study to understand how neurologic diseases can cause psychiatric disorders.,0,https://staticconnect.marham.pk/assets/doctors/21909/dr-m-zain-yousuf-neuro-psychiatrist-karachi-87_170X170.webp,Dr. M Zain Yousuf,https://www.marham.pk/doctors/karachi/neuro-psychiatrist/dr-m-zain-yousuf,"MBBS , MCPS (Psychiatry)",0,15,Neuro Psychiatrist,17,Neuro Psychiatrist
"Anxiety And Stress Management, Clinical Depression, Personality Disorders, Mood Disorders, Neurodevelopmental Disorders, Depression, Anxiety, OCD, PTSD, Self Harm, ANXIETY, STRESS, DEPRESSION, ANGER MANAGEMENT, Depression, Anxiety, PTSD, OCD, Negative Thoughts, Lack Of Motivation","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""2,000"", ""link"": null}, {""type"": ""Sukoon Clinic (Dr Asif Gandapur), Hayatabaad, Peshawar"", ""hospital"": null, ""fee"": ""2000"", ""link"": null}]",Neuro psychiatrists are specialists that deals with neurologic and psychiatric disorders and study to understand how neurologic diseases can cause psychiatric disorders.,0,https://staticconnect.marham.pk/assets/doctors/67718/dr-asif-khan-gandapur-neuro-psychiatrist-peshawar-75_170X170.webp,Dr. Asif Khan Gandapur,https://www.marham.pk/doctors/peshawar/neuro-psychiatrist/dr-asif-khan-gandapur,"MBBS, FCPS Psychiatrist",0,4,Neuro Psychiatrist,17,Neuro Psychiatrist
,"[{""type"": ""Taj Medical Complex Hospital Room 14, Sadar, Karachi"", ""hospital"": null, ""fee"": ""1500"", ""link"": null}]",Neuro psychiatrists are specialists that deals with neurologic and psychiatric disorders and study to understand how neurologic diseases can cause psychiatric disorders.,0,https://staticconnect.marham.pk/assets/doctors/25441/dr-inder-kumar-chughwani-neuro-psychiatrist-karachi-81_170X170.webp,Dr. Inder Kumar Chughwani,https://www.marham.pk/doctors/karachi/neuro-psychiatrist/dr-inder-kumar-chughwani,"MBBS, Diploma (Clinical Neurology)",0,30,Neuro Psychiatrist,17,Neuro Psychiatrist
Adult Psychiatry And Counselling On All Psychiatric Disorders,"[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""5,000"", ""link"": null}]",Neuro psychiatrists are specialists that deals with neurologic and psychiatric disorders and study to understand how neurologic diseases can cause psychiatric disorders.,0,https://staticconnect.marham.pk/assets/doctors/9296/dr-nusrat-habib-rana-psychiatrist-lahore-68_170X170.webp,Dr. Nusrat Habib Rana,https://www.marham.pk/online-consultation/neuro-psychiatrist/lahore/dr-nusrat-habib-rana-9296,"MBBS, MCPS (Psychiatry), MD (China)",0,21,Neuro Psychiatrist,17,Neuro Psychiatrist
"Epilepsy, Stress Headaches, Migraine, Adult Psychiatry
Child & Adolescent Psychiatry
Peri.Natal Psychiatry
Lifestyles Medicine","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""3,000"", ""link"": null}]",Neuro psychiatrists are specialists that deals with neurologic and psychiatric disorders and study to understand how neurologic diseases can cause psychiatric disorders.,0,https://staticconnect.marham.pk/assets/doctors/32858/prof-dr-muhammad-masood-khokhar-neuro-psychiatrist-rawalpindi-59_170X170.webp,Prof. Dr. Muhammad Masood Khokhar,https://www.marham.pk/online-consultation/neuro-psychiatrist/islamabad/prof-dr-muhammad-masood-khokhar-32858,"MBBS, FCPS (Psychiatry), MCPS (HPE)",0,35,Neuro Psychiatrist,17,Neuro Psychiatrist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""1,500"", ""link"": null}, {""type"": ""Mardan Medical Complex And Teaching Hospital, Double Road, Mardan"", ""hospital"": null, ""fee"": ""1000"", ""link"": null}]",Neuro psychiatrists are specialists that deals with neurologic and psychiatric disorders and study to understand how neurologic diseases can cause psychiatric disorders.,0,https://staticconnect.marham.pk/assets/doctors/35453/asst-prof-dr-izaz-jamal-neuro-psychiatrist-mardan-37_170X170.webp,Asst. Prof. Dr. Izaz Jamal,https://www.marham.pk/doctors/mardan/neuro-psychiatrist/asst-prof-dr-izaz-jamal,"MBBS, FCPS (Psychiatry)",0,10,Neuro Psychiatrist,17,Neuro Psychiatrist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""500"", ""link"": null}]",Neuro psychiatrists are specialists that deals with neurologic and psychiatric disorders and study to understand how neurologic diseases can cause psychiatric disorders.,0,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Anosha,https://www.marham.pk/online-consultation/neuro-psychiatrist/rawalpindi/dr-anosha-27332, MBBS ,0,5,Neuro Psychiatrist,17,Neuro Psychiatrist
Memory Loss,"[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""5,000"", ""link"": null}, {""type"": ""Medilink Consultant Clinics, Clifton, Karachi"", ""hospital"": null, ""fee"": ""6000"", ""link"": null}]",Neuro psychiatrists are specialists that deals with neurologic and psychiatric disorders and study to understand how neurologic diseases can cause psychiatric disorders.,0,https://staticconnect.marham.pk/assets/doctors/63550/uroosa-talib-neuro-psychiatrist-karachi-12_170X170.webp,Dr. Uroosa Talib,https://www.marham.pk/doctors/karachi/neuro-psychiatrist/dr-uroosa-talib,"MBBS, MCPS (Psychiatry), International Certified Addiction Professional (ICAP)",0,15,"Neuro Psychiatrist, Psychiatrist",17,Neuro Psychiatrist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""3,000"", ""link"": null}]",Neuro psychiatrists are specialists that deals with neurologic and psychiatric disorders and study to understand how neurologic diseases can cause psychiatric disorders.,0,https://staticconnect.marham.pk/assets/doctors/7454/dr-muhammad-ilyas-neuro-psychiatrist-quetta-57_170X170.webp,Asst. Prof. Dr. Muhammad Ilyas,https://www.marham.pk/online-consultation/neuro-psychiatrist/quetta/asst-prof-dr-muhammad-ilyas-7454,"MBBS, FCPS(Psychiatry), DCN(Neurology) Neuropsychiatrist",0,12,"Neuro Psychiatrist, Psychiatrist, Neurologist",17,Neuro Psychiatrist
,"[{""type"": ""K-Health Care Hospital, Off Shahrah-e-Faisal, Karachi"", ""hospital"": null, ""fee"": ""1500"", ""link"": null}]",Neuro psychiatrists are specialists that deals with neurologic and psychiatric disorders and study to understand how neurologic diseases can cause psychiatric disorders.,0,https://staticconnect.marham.pk/assets/doctors/31584/dr-sharif-jan-neuro-psychiatrist-karachi_13_170X170.webp,Dr. Sharif Jan,https://www.marham.pk/doctors/karachi/neuro-psychiatrist/dr-sharif-jan," MBBS , Diploma ( Clinical Neurology) ",0,16,Neuro Psychiatrist,17,Neuro Psychiatrist
"Childhood Nutrition, Childhood Growth & Development, Children Infections, Vaccination","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""1,000"", ""link"": null}, {""type"": ""Eman Hospital, Zakariya Town, Multan"", ""hospital"": null, ""fee"": ""1500"", ""link"": null}]","Pediatric cardiologists are specialists in diagnosing, managing and treating heart problems in children.",0,https://staticconnect.marham.pk/assets/doctors/22075/shoaib-saleem-pediatrician-multan-62_170X170.webp,Dr. Shoaib Saleem,https://www.marham.pk/doctors/multan/pediatrician/dr-shoaib-saleem," MBBS , FCPS (Pediatrics) ",0,9,"Pediatrician, Pediatric Cardiologist",24,Pediatric Cardiologist
