areas_of_interest,consultations,detailOfTypeDoc,experience,image_url,name,profile_url,qualifications,reviews,satisfaction,specialization,totalNumOfDocs,typeOfDoc
"Pain Management, Regenerative Medicine, Nerve Blocks","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Jhelum Doctors Hospital, GT Road, Jhelum"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Jhelum Doctors Hospital, GT Road, Jhelum""}]",The Pain Specialist makes a medical diagnosis of chronic pain conditions before treating patients through medications combined with therapies and invasive procedures to enhance their quality of life.,13,https://staticconnect.marham.pk/assets/doctors/64601/dr-muhammad-harris-shafique-pain-specialist-jhelum-16_170X170.webp,Dr. Muhammad Harris Shafique,https://www.marham.pk/doctors/jhelum/pain-specialist/dr-muhammad-harris-shafique,"MBBS, MSC. Pain Medicine",0,100,Pain Specialist,75,Pain Specialist
"Pain Management, Arthritis Management, Pain, Adhesive Capsulitis","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Ahmad Health Care Hospital, Faisal Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Ahmad Health Care Hospital, Faisal Town, Lahore""}, {""type"": ""MedCure Hospital, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""MedCure Hospital, Johar Town, Lahore""}]",The Pain Specialist makes a medical diagnosis of chronic pain conditions before treating patients through medications combined with therapies and invasive procedures to enhance their quality of life.,6,https://staticconnect.marham.pk/assets/doctors/65480/dr-syeda-tehzeeb-zahra-pain-specialist-lahore-83_170X170.webp,Dr. Syeda Tehzeeb Zahra,https://www.marham.pk/online-consultation/pain-specialist/lahore/dr-syeda-tehzeeb-zahra-65480,"MBBS, MCPS Anaesthesiology, EDPM, FIPM, MSc Pain Medicine",65480,100,Pain Specialist,75,Pain Specialist
"Reconstructive And Hand Surgeon, Cosmetic Surgeon, PRP And Microneedling","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Park Lane Hospital, Clifton, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""5000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Park Lane Hospital, Clifton, Karachi""}, {""type"": ""Executive Clinic and Day Care, DHA Phase 8, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""5000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Executive Clinic and Day Care, DHA Phase 8, Karachi""}, {""type"": ""Hashmanis Hospital - M A Jinnah Road, Jacob Lines, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Hashmanis Hospital - M A Jinnah Road, Jacob Lines, Karachi""}]",Cosmetic surgeons are specialists who are trained in enhancing the appearance of a person through surgical and medical techniques.,31,https://staticconnect.marham.pk/assets/doctors/60979/prof-dr-nasreen-siddiqui-plastic-surgeon-karachi-25_170X170.webp,Prof. Dr. Nasreen Siddiqui,https://www.marham.pk/doctors/karachi/plastic-surgeon/prof-dr-nasreen-siddiqui,"MBBS, FCPS (Plast Surg), FCPS (Surg), MHPE Diploma in Aesthetic Medicine (UK), Diploma in Aesthetic Medicine (UK)",0,97,"Plastic Surgeon, General Surgeon, Cosmetic Surgeon, Plastic Surgeon, Burns Specialist, Reconstructive Surgeon",93,Cosmetic Surgeon
"Plastic Surgeon, Cosmetic Surgeon","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Elegant Aesthetics (Plastic Surgery Clinic), Al-Hajj Plaza, University Rd, Jahangir Abad University Town, Peshawar"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Elegant Aesthetics (Plastic Surgery Clinic), Al-Hajj Plaza, University Rd, Jahangir Abad University Town, Peshawar""}]",Cosmetic surgeons are specialists who are trained in enhancing the appearance of a person through surgical and medical techniques.,11,https://staticconnect.marham.pk/assets/doctors/21662/asst-prof-dr-zohaib-hidayat-plastic-surgeon-peshawar-11_170X170.webp,Asst. Prof. Dr. Zohaib Hidayat,https://www.marham.pk/online-consultation/plastic-surgeon/peshawar/asst-prof-dr-zohaib-hidayat-21662,"MBBS, FCPS (Plastic Surgery)",21662,98,"Plastic Surgeon, Cosmetic Surgeon",93,Cosmetic Surgeon
"Plastic Surgery, Cosmetic Surgery, Burn And Hands Surgery, Breast Cosmetic Surgery","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Integrated Medical Care, DHA phase 5, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Integrated Medical Care, DHA phase 5, Lahore""}, {""type"": ""MD Health Center, DHA Phase 6, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""MD Health Center, DHA Phase 6, Lahore""}]",Cosmetic surgeons are specialists who are trained in enhancing the appearance of a person through surgical and medical techniques.,15,https://staticconnect.marham.pk/assets/doctors/7038/dr-muhammad-sheraz-raza-cosmetic-surgeon-lahore_170X170.webp,Assoc. Prof. Dr. Muhammad Sheraz Raza,https://www.marham.pk/online-consultation/cosmetic-surgeon/lahore/assoc-prof-dr-muhammad-sheraz-raza-7038,"MBBS, MRCS (EdinBurgh), FCPS (Plastic Surgery), Fellowship in hand & Microsurgery NUH Singapore",7038,97,"Cosmetic Surgeon, Plastic Surgeon",93,Cosmetic Surgeon
"Plastic Surgery, Cosmetic Surgery, Burn And Hands Surgery, PRP (platelet Rich Plasma) For Skin And Hair, Hair Transplant","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Cosmetico Clinic, Jinnah Town, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Cosmetico Clinic, Jinnah Town, Quetta""}, {""type"": ""Cosmetico\u00a0Clinic, F-6, Islamabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Cosmetico\u00a0Clinic, F-6, Islamabad""}]",Cosmetic surgeons are specialists who are trained in enhancing the appearance of a person through surgical and medical techniques.,10,https://staticconnect.marham.pk/assets/doctors/7178/asst-prof-dr-kamal-uddin-khan-cosmetic-surgeon-quetta-47_170X170.webp,Asst. Prof. Dr. Kamal Uddin Khan,https://www.marham.pk/doctors/quetta/cosmetic-surgeon/asst-prof-dr-kamal-uddin-khan,"MBBS, FCPS (Plastic Surgery)",0,91,"Cosmetic Surgeon, Plastic Surgeon",93,Cosmetic Surgeon
"Cosmetic Surgery, Fillers, PRP (platelet Rich Plasma) For Skin And Hair, Hair Transplant","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Punjab Medical Center, Jail Road, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Punjab Medical Center, Jail Road, Lahore""}]",Cosmetic surgeons are specialists who are trained in enhancing the appearance of a person through surgical and medical techniques.,20,https://staticconnect.marham.pk/assets/doctors/9093/dr-adnan-mahmood-dermatologist-lahore-66_170X170.webp,Dr. Adnan Mahmood,https://www.marham.pk/doctors/lahore/cosmetic-surgeon/dr-adnan-mahmood,"MBBS, MD Dermatology, Diploma in Aesthetic Dermatology",0,94,"Cosmetic Surgeon, Dermatologist",93,Cosmetic Surgeon
"Varicose Veins Surgery, Laparoscopic, Breast Surgery, Weight Loss","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Contours Obesity Management Center, Gulberg 3 , Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Contours Obesity Management Center, Gulberg 3 , Lahore""}]",Cosmetic surgeons are specialists who are trained in enhancing the appearance of a person through surgical and medical techniques.,36,https://staticconnect.marham.pk/assets/doctors/16198/dr-saeed-qureshi-bariatric-weight-loss-surgeon-lahore-5_170X170.webp,Dr. Saeed Qureshi,https://www.marham.pk/online-consultation/laproscopic-surgeon/lahore/dr-saeed-qureshi-16198,"MBBS, FRCS , FRCS(Glasg)  Surgery",16198,100,"Laparoscopic Surgeon, General Surgeon, Cosmetic Surgeon, Plastic Surgeon, Bariatric / Weight Loss Surgeon",93,Cosmetic Surgeon
"Burn Surgeon, Cosmetic Surgeon, Rhinoplasty, Ear Reconstruction, Skin Grafting, Hair Transplant Surgery, Otoplasty, Tummy Tuck, Blepharoplasty, Facelift, Liposuction And Tummy Tuck Surgery","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Heart And General Hospital, Model Town, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Heart And General Hospital, Model Town, Quetta""}]",Cosmetic surgeons are specialists who are trained in enhancing the appearance of a person through surgical and medical techniques.,7,https://staticconnect.marham.pk/assets/doctors/25509/dr-noor-ali-kakar-plastic-surgeon-quetta-49_170X170.webp,Dr. Noor Ali Kakar,https://www.marham.pk/doctors/quetta/plastic-surgeon/dr-noor-ali-kakar,"MBBS,  FCPS (Plastic Surgery)",0,92,"Plastic Surgeon, Cosmetic Surgeon",93,Cosmetic Surgeon
"Reconstructive And Hand Surgeon, Cosmetic Surgeon, Rhinoplasty, Hand Sugery","[{""type"": ""Doctors Hospital, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""5000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Doctors Hospital, Johar Town, Lahore""}]",Cosmetic surgeons are specialists who are trained in enhancing the appearance of a person through surgical and medical techniques.,38,https://staticconnect.marham.pk/assets/doctors/240/dr-iftikhar-ali-shah-plastic-surgeon-lahore-10_170X170.webp,Dr. Iftikhar Ali Shah,https://www.marham.pk/doctors/lahore/plastic-surgeon/dr-iftikhar-ali-shah,"MBBS, FRCS Surgery (Ed), FRCS (Glasgow), Diplomate in Plastic Surgery (England)",0,98,"Plastic Surgeon, Cosmetic Surgeon",93,Cosmetic Surgeon
"Cosmetic Surgery, Hair Restoration, Reconstructive Surgery, Cosmetic, Burns","[{""type"": ""Central Hospital, Jinnah Colony, Gujranwala"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Central Hospital, Jinnah Colony, Gujranwala""}, {""type"": ""Siddique Family Hospital, Rahwali Cantt, Gujranwala"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Siddique Family Hospital, Rahwali Cantt, Gujranwala""}, {""type"": ""Central Hospital, GT Road, Gujranwala"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Central Hospital, GT Road, Gujranwala""}]",Cosmetic surgeons are specialists who are trained in enhancing the appearance of a person through surgical and medical techniques.,10,https://staticconnect.marham.pk/assets/doctors/25721/dr-usman-ishaque-plastic-surgeon-lahore-6_170X170.webp,Dr. Usman Ishaque,https://www.marham.pk/doctors/gujranwala/plastic-surgeon/dr-usman-ishaque,"MBBS, MD, FCPS Plastic Surgery",0,100,"Plastic Surgeon, Cosmetic Surgeon",93,Cosmetic Surgeon
Hair Transplant Surgery,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""ARQ Plastic Surgery Club, Sharafabad, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""ARQ Plastic Surgery Club, Sharafabad, Karachi""}]",Cosmetic surgeons are specialists who are trained in enhancing the appearance of a person through surgical and medical techniques.,5,https://staticconnect.marham.pk/assets/doctors/23546/dr-abdul-rasool-plastic-surgeon-karachi-86_170X170.webp,Dr. A R Qureshi,https://www.marham.pk/online-consultation/plastic-surgeon/karachi/dr-a-r-qureshi-23546,"MBBS, FCPS Plastic Surgery",23546,100,"Plastic Surgeon, Cosmetic Surgeon, Aesthetic Physician",93,Cosmetic Surgeon
"Reconstructive And Hand Surgeon, Plastic Surgeon, Cosmetic Surgeon","[{""type"": ""Maxhealth Hospital, 12-K Markaz Rd, G-8, Islamabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Maxhealth Hospital, 12-K Markaz Rd, G-8, Islamabad""}]",Cosmetic surgeons are specialists who are trained in enhancing the appearance of a person through surgical and medical techniques.,30,https://staticconnect.marham.pk/assets/doctors/1337/prof-dr-tariq-iqbal-plastic-surgeon-islamabad-40_170X170.webp,Prof. Dr. Tariq Iqbal,https://www.marham.pk/doctors/islamabad/plastic-surgeon/prof-dr-tariq-iqbal,"MBBS, FCPS (Surgery), FRCS",0,100,"Plastic Surgeon, Cosmetic Surgeon",93,Cosmetic Surgeon
"Thread Face Lift, Hair Fall Solutions, Hair Disease, Baldness, Hair Restoration, Head PRP For Hair Loss, Hair Transplant, Hairfall, Hair Loss Management","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Beauty Up Aesthetics, Gulberg 3, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Beauty Up Aesthetics, Gulberg 3, Lahore""}]",Cosmetic surgeons are specialists who are trained in enhancing the appearance of a person through surgical and medical techniques.,20,https://staticconnect.marham.pk/assets/doctors/62691/dr-mufasar-rana-plastic-surgeon-lahore-42_170X170.webp,Prof. Dr. Mufasar Rana,https://www.marham.pk/online-consultation/hair-transplant-surgeon/lahore/prof-dr-mufasar-rana-62691,"MBBS, FCPS (Plastic Surgery)",62691,99,"Hair Transplant Surgeon, Cosmetic Surgeon, Plastic Surgeon",93,Cosmetic Surgeon
"General Physician, Endoscopy, Hepatitis B & C, Diabetes, Diarrhea, Liver Issue","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Omar Hospital & Cardiac Centre, Jail Road, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Omar Hospital & Cardiac Centre, Jail Road, Lahore""}, {""type"": ""Ikram Hospital, Marghzar Colony, Gujrat"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Ikram Hospital, Marghzar Colony, Gujrat""}]","Liver specialist or a Hepatologist is a specialist who diagnoses and treats disorders of the liver, pancreas, gallbladder and biliary tree.",15,https://staticconnect.marham.pk/assets/doctors/8315/dr-mujahid-israr-gastroenterologist-lahore-1_170X170.webp,Asst. Prof. Dr. Mujahid Israr,https://www.marham.pk/doctors/lahore/gastroenterologist/asst-prof-dr-mujahid-israr,"MBBS, FCPS (Gastroenterology), FCPS (Internal Medicine), FACG (US), SCE (UK), ESEGH ( European Board Of Gastroenterology & Hepatology)",0,96,"Gastroenterologist, Liver Specialist, General Physician, Internal Medicine Specialist",23,Liver Specialist
"Hepatologist, Counseling, Nutritionist/Dietitian, COVID-19","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,200"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]","Liver specialist or a Hepatologist is a specialist who diagnoses and treats disorders of the liver, pancreas, gallbladder and biliary tree.",11,https://staticconnect.marham.pk/assets/doctors/21963/dr-umar-saeed-infectious-diseases-islamabad-10_170X170.webp,Dr. Umar Saeed,https://www.marham.pk/online-consultation/infectious-diseases/islamabad/dr-umar-saeed-21963,"Post-Doc (S.Kor), PhD (S.Kor), FCR (Harvard USA), FPH (Royls Coll Phy UK), CIEH (UK), IDSR (WHO), DPH (PSEC), CPHE (ICMSR), IPC (WHO), CCRC (USA) GHC (WHO), IPPCR (USA), CGCP (NIDA USA), JRA-OT (WHO), PMP (USA),  ICG (WHO), LMO (S.Kor), IMS (WHO), CCTM (USA), TOPIK (S.Kor), PSEA (WHO), STI (PK), PISA (WHO), DRM (WHO), RWE (KARA S.Kor), NSER (KFNSER S.Kor), AMR-NAP (WHO), CMR-IPV (WHO), ACRP-Cert (USA) MS&BS (NUST PK), Member ACRP (USA), Member AGA (USA),  Member CDA (USA), Member IHME (USA), Mem",21963,98,"Infectious Diseases, Liver Specialist, Allergy Specialist, Family Medicine, Vaccine Specialist",23,Liver Specialist
"Liver  Diseases, Liver Transplant, Laparoscopic Surgery, Hepatobiliary Surgery, General Surgery","[{""type"": ""Sheikh Zayed Hospital, Muslim Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""5000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Sheikh Zayed Hospital, Muslim Town, Lahore""}]","Liver specialist or a Hepatologist is a specialist who diagnoses and treats disorders of the liver, pancreas, gallbladder and biliary tree.",12,https://staticconnect.marham.pk/assets/doctors/8083/dr-hussam-ahmed-liver-specialist-lahore_170X170.webp,Asst. Prof. Dr. Hussam Ahmed,https://www.marham.pk/doctors/lahore/liver-specialist/asst-prof-dr-hussam-ahmed,"MBBS, MS (General Surgery)",0,90,"Liver Specialist, General Surgeon",23,Liver Specialist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]","Liver specialist or a Hepatologist is a specialist who diagnoses and treats disorders of the liver, pancreas, gallbladder and biliary tree.",5,https://staticconnect.marham.pk/assets/doctors/17959/muhamamd-ammar-khan-liver-specialist-jhang-81_170X170.webp,Dr. Muhamamd Ammar Khan,https://www.marham.pk/online-consultation/liver-specialist/jhang/dr-muhamamd-ammar-khan-17959,"MBBS, FCPS Gastroenterology",17959,100,Liver Specialist,23,Liver Specialist
"Liver Transplant, Liver Cancer, Cholangiocarcinoma, Pancreas Cancer, Liver; Hepatobiliary, Pancreas, Gallbladder, Liver Transplant Surgery","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""5,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Masood Hospital, Garden Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""5000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Masood Hospital, Garden Town, Lahore""}, {""type"": ""Evercare Hospital, Nespak Housing Scheme, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""5000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Evercare Hospital, Nespak Housing Scheme, Lahore""}, {""type"": ""Chughtai Medical Center Johar Town, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""5000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Chughtai Medical Center Johar Town, Johar Town, Lahore""}]","Liver specialist or a Hepatologist is a specialist who diagnoses and treats disorders of the liver, pancreas, gallbladder and biliary tree.",18,https://staticconnect.marham.pk/assets/doctors/7771/dr-muhammad-zakria-liver-specialist-lahore-69_170X170.webp,Dr. Muhammad Zakria,https://www.marham.pk/online-consultation/liver-specialist/lahore/dr-muhammad-zakria-7771,"MBBS, MRCS (UK),  FCPS (SURGERY), Diploma Laparoscopic Surgery (France),  Fellowship Hepatobiliary Liver Transplant (Taiwan), Medical Scientist Fellowship in Transplantation (South Korea), Certificate of basic Micro surgical training (Taiwan) , FACS (USA)",7771,95,Liver Specialist,23,Liver Specialist
,[],"Liver specialist or a Hepatologist is a specialist who diagnoses and treats disorders of the liver, pancreas, gallbladder and biliary tree.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Assoc. Prof. Dr. Israr Ul Haq,https://www.marham.pk/doctors/lahore/liver-specialist/assoc-prof-dr-israr-ul-haq," MBBS , FCPS ",0,100,Liver Specialist,23,Liver Specialist
,[],"Liver specialist or a Hepatologist is a specialist who diagnoses and treats disorders of the liver, pancreas, gallbladder and biliary tree.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Asst. Prof. Dr. Muhammad Zahid,https://www.marham.pk/doctors/lahore/liver-specialist/asst-prof-dr-muhammad-zahid," MBBS , MS General Surgery ",,,Liver Specialist,23,Liver Specialist
,[],"Liver specialist or a Hepatologist is a specialist who diagnoses and treats disorders of the liver, pancreas, gallbladder and biliary tree.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Muhammad Basil Rizvi,https://www.marham.pk/doctors/lahore/liver-specialist/dr-muhammad-basil-rizvi," MBBS , M-Phil , FRCS (Hepatobiliary Surgeon) ",,,Liver Specialist,23,Liver Specialist
,[],"Liver specialist or a Hepatologist is a specialist who diagnoses and treats disorders of the liver, pancreas, gallbladder and biliary tree.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Ahsan Mobin,https://www.marham.pk/doctors/karachi/liver-specialist/dr-ahsan-mobin,"MBBS,FCPS,FELLOW LIVER TRANSPLANT SURGERY",,,Liver Specialist,23,Liver Specialist
,[],"Liver specialist or a Hepatologist is a specialist who diagnoses and treats disorders of the liver, pancreas, gallbladder and biliary tree.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Muhammad Iqbal,https://www.marham.pk/doctors/karachi/liver-specialist/dr-muhammad-iqbal,"MBBS,FCPS",,,Liver Specialist,23,Liver Specialist
,[],"Liver specialist or a Hepatologist is a specialist who diagnoses and treats disorders of the liver, pancreas, gallbladder and biliary tree.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Mian Ashfaq Ahmad,https://www.marham.pk/doctors/faisalabad/liver-specialist/dr-mian-ashfaq-ahmad,MBBS,,,Liver Specialist,23,Liver Specialist
,[],"Liver specialist or a Hepatologist is a specialist who diagnoses and treats disorders of the liver, pancreas, gallbladder and biliary tree.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Israr Hussain,https://www.marham.pk/doctors/faisalabad/liver-specialist/dr-israr-hussain,"MBBS, FCPS",,,Liver Specialist,23,Liver Specialist
"Auditory Brainstem Response, Aural Rehabilitation, Basic Hearing Testing, Hearing Aid Dispensing","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Behram Medical Center, Hangu,Khyber Pahktunkhwa, Kohat"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Behram Medical Center, Hangu,Khyber Pahktunkhwa, Kohat""}]","Audiologists are professionals who are expert in the diagnosis, prevention and treatment of hearing problems and balance disorders for people of all ages.",5,https://staticconnect.marham.pk/assets/doctors/68226/ahmad-afridi-audiologist-kohat-7_170X170.webp,Ahmad Afridi,https://www.marham.pk/doctors/kohat/audiologist/ahmad-afridi,BS. Audiology,,,Audiologist,88,Audiologist
"Auditory Brainstem Response, Hearing Aid Dispensing, BERA OEAs, Auditory-verbal Therapy--  Cochlear Implant Consultation","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""National Defense Hospital, DHA Defence, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""National Defense Hospital, DHA Defence, Lahore""}, {""type"": ""Genesis Health Care Consultants Hospital, Jail Road, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Genesis Health Care Consultants Hospital, Jail Road, Lahore""}]","Audiologists are professionals who are expert in the diagnosis, prevention and treatment of hearing problems and balance disorders for people of all ages.",31,https://staticconnect.marham.pk/assets/doctors/14462/dr-atif-ikram-audiologist-lahore-6_170X170.webp,Dr. Atif Ikram,https://www.marham.pk/doctors/lahore/audiologist/dr-atif-ikram,"MBBS, M.S. In Audiology (USA), Au.D (Clinical Ph.D in Audiology) (USA)",0,96,Audiologist,88,Audiologist
