areas_of_interest,consultations,detailOfTypeDoc,experience,image_url,name,profile_url,qualifications,reviews,satisfaction,specialization,totalNumOfDocs,typeOfDoc
"Hair Problems, PRP, Acne, Melasma, Laser Treatment","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Doctors Hospital, Quetta City, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Doctors Hospital, Quetta City, Quetta""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,12,https://staticconnect.marham.pk/assets/doctors/18057/asst-prof-dr-surjeet-kumar-dermatologist-quetta-83_170X170.webp,Asst. Prof. Dr. Surjeet Kumar,https://www.marham.pk/doctors/quetta/dermatologist/asst-prof-dr-surjeet-kumar,"MBBS, FCPS(Dermatology)",0,0,Dermatologist,1319,Dermatologist
"PRP, Laser For Acne, Laser For Hair Removal, Acne Scars","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Maryam Hospital, Rehman Shaheed Road, Gujrat"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""800"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Maryam Hospital, Rehman Shaheed Road, Gujrat""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,10,https://staticconnect.marham.pk/assets/doctors/26611/dr-maryam-qayyum-dermatologist-gujrat-59_170X170.webp,Asst. Prof. Dr. Maryam Qayyum,https://www.marham.pk/doctors/gujrat/dermatologist/asst-prof-dr-maryam-qayyum,"MBBS, FCPS (Dermatology)",0,0,Dermatologist,1319,Dermatologist
"Stroke, Epilepsy, Parkinson, General Pediatric Neurology, Paediatric Neurologist","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""City International Hospital, Zarghon Road, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1200"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""City International Hospital, Zarghon Road, Quetta""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,4,https://staticconnect.marham.pk/assets/doctors/14459/dr-ihsan-ul-haq-zarkoon-neurologist-quetta-67_170X170.webp,Dr. Ihsan Ul Haq Zarkoon,https://www.marham.pk/online-consultation/neuro-physician/quetta/dr-ihsan-ul-haq-zarkoon-14459,"MBBS, FCPS (Neurology)",0,0,"Neurologist, Pediatric Neuro Physician",12,Pediatric Neuro Physician
Childhood Growth & Development,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,35,https://staticconnect.marham.pk/assets/doctors/37310/muhammad-tahir-nadeem-pediatric-neuro-physician-lahore-23_170X170.webp,Dr. Muhammad Tahir Nadeem,https://www.marham.pk/online-consultation/pediatrician/lahore/dr-muhammad-tahir-nadeem-37310,"MBBS, FCPS (Pediatrics)  MRCP, Glasgow and Master in child Neurology",0,0,"Pediatrician, Pediatric Neuro Physician",12,Pediatric Neuro Physician
"Pediatric Neurological Disorder, Epilepsy, Migraine","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Ibrahim Specialist Clinic, Canal Rd, Faisalabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Ibrahim Specialist Clinic, Canal Rd, Faisalabad""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,11,https://staticconnect.marham.pk/assets/doctors/18246/asst-prof-dr-iram-javed-pediatric-neuro-physician-faisalabad-63_170X170.webp,Asst. Prof. Dr. Iram Javed,https://www.marham.pk/online-consultation/pediatric-neuro-physician/faisalabad/asst-prof-dr-iram-javed-18246,"MBBS, FCPS Paediatric Medicine, FCPS Paediatric Neurology",0,0,"Pediatric Neuro Physician, Pediatrician",12,Pediatric Neuro Physician
"Pediatric Neurological Disorder, Epilepsy, Neuro-muscular Disorders, Migraine","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,12,https://staticconnect.marham.pk/assets/doctors/17674/dr-faisal-zafar-pediatric-neuro-physician-multan-37_170X170.webp,Asst. Prof. Dr. Faisal Zafar,https://www.marham.pk/online-consultation/pediatric-neuro-physician/multan/asst-prof-dr-faisal-zafar-17674,"MBBS, FCPS (Peads), FCPS (Peads Neurology)",0,0,Pediatric Neuro Physician,12,Pediatric Neuro Physician
"Epilepsy, Neuro-muscular Disorders, Migraine, Behavioral Problems","[{""type"": ""Hameed Latif Hospital, Garden Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Hameed Latif Hospital, Garden Town, Lahore""}, {""type"": ""Imdad Kidney Center And Surgical Hospital, Mokal Colony, Sahiwal"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Imdad Kidney Center And Surgical Hospital, Mokal Colony, Sahiwal""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,11,https://staticconnect.marham.pk/assets/doctors/7322/dr-shaila-ali-pediatric-neuro-physician-lahore-13_170X170.webp,Asst. Prof. Dr. Shaila Ali,https://www.marham.pk/doctors/lahore/pediatric-neuro-physician/asst-prof-dr-shaila-ali,"MBBS, FCPS (Pediatric Medicine), FCPS (Pediatric Neurology), Fellow in Pediatric Neurology Agha Khan",0,0,Pediatric Neuro Physician,12,Pediatric Neuro Physician
"Pediatric Neurological Disorder, Epilepsy, Neuro-muscular Disorders, Migraine, Behavioral Problems","[{""type"": ""Doctors Hospital & Medical Center, Block-G, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Doctors Hospital & Medical Center, Block-G, Johar Town, Lahore""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,8,https://staticconnect.marham.pk/assets/doctors/66472/asst-prof-dr-javeria-raza-alvi-pediatric-neuro-physician-lahore-92_170X170.webp,Asst. Prof. Dr. Javeria Raza Alvi,https://www.marham.pk/doctors/lahore/pediatric-neuro-physician/asst-prof-dr-javeria-raza-alvi,"MBBS, FCPS Paediatric Neurology",0,0,Pediatric Neuro Physician,12,Pediatric Neuro Physician
Pediatric Neurological Disorder,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Qaisrani Medical Center, Jinnah Town, Multan"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Qaisrani Medical Center, Jinnah Town, Multan""}, {""type"": ""Islamabad Diagnostic Center IDC, Main Nishtar Road, Multan"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Islamabad Diagnostic Center IDC, Main Nishtar Road, Multan""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,7,https://staticconnect.marham.pk/assets/doctors/18135/muhammad-yousuf-pediatrician-islamabad-91_170X170.webp,Dr. Muhammad Yousuf,https://www.marham.pk/doctors/multan/pediatric-neuro-physician/dr-muhammad-yousuf," MBBS , FCPS (Pediatrics) , Pediatric Neurology ",0,0,"Pediatric Neuro Physician, Pediatric Neuro Physician",12,Pediatric Neuro Physician
Pediatric Neurological Disorder,"[{""type"": ""Hameed Latif Hospital, Garden Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Hameed Latif Hospital, Garden Town, Lahore""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,10,https://staticconnect.marham.pk/assets/doctors/39997/natasha-ghani-pediatric-neuro-physician-lahore-61_170X170.webp,Asst. Prof. Dr. Natasha Ghani,https://www.marham.pk/doctors/lahore/pediatric-neuro-physician/asst-prof-dr-natasha-ghani,"MBBS, FCPS (Pediatric Medicine), FCPS (Pediatric Neurology)",0,0,Pediatric Neuro Physician,12,Pediatric Neuro Physician
"General Pediatric, Neonatology, Neurology And Child Nutrition","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Safia Hafeez hospital, Machine Mohalla, Jhelum"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Safia Hafeez hospital, Machine Mohalla, Jhelum""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,33,https://staticconnect.marham.pk/assets/doctors/62635/dr-waseem-pasha-pediatric-nutritionist-jhelum-84_170X170.webp,Assoc. Prof. Dr. Waseem Pasha,https://www.marham.pk/doctors/jhelum/pediatric-neuro-physician/assoc-prof-dr-waseem-pasha,"MBBS, FCPS (Pediatrics)",0,0,Pediatric Neuro Physician,12,Pediatric Neuro Physician
,[],Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,8,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Areeba Wasim,https://www.marham.pk/doctors/lahore/pediatric-neuro-physician/dr-areeba-wasim,"M.B.B.S, F.C.P.S. (Pediatric Neurology), F.C.P.S. (Pediatrics)",,,"Pediatric Neuro Physician, Pediatrician",12,Pediatric Neuro Physician
,[],Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,15,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Naveed Anjum,https://www.marham.pk/doctors/multan/pediatrician/dr-naveed-anjum,"MBBS - Quaid-e-Azam Medical College, 2004, FCPS (Pediatric Medicine) - Nishtar Medical College, 2010, FCPS (Pediatric Neurology) - Children Hospital, Multan, 2015",,,"Pediatrician, Pediatric Neuro Physician",12,Pediatric Neuro Physician
,[],Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,22,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Kafil Shadani,https://www.marham.pk/doctors/multan/pediatrician/dr-kafil-shadani,"MBBS, MRCPCH, MRCPI, FRCPCH, FRCPI (Ireland & UK)",,,"Pediatrician, Pediatric Endocrinologist, Pediatric Neuro Physician",12,Pediatric Neuro Physician
"Orthopedic Surgery, Knee Replacement, Trauma, Fractures, Joints Replacement Surgery","[{""type"": ""City International Hospital, Zarghon Road, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""City International Hospital, Zarghon Road, Quetta""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",15,https://staticconnect.marham.pk/assets/doctors/20980/dr-attiq-ur-rehman-orthopedic-surgeon-quetta-59_170X170.webp,Dr Attiq Ur Rehman,https://www.marham.pk/doctors/quetta/orthopedic-surgeon/dr-attiq-ur-rehman,"M.B B.S, F.C.P.S (AKUH) , Fellowship In Joint Replacement , Fellowship In Spinal surgery (Singapore)",0,0,"Orthopedic Surgeon, Spinal Surgeon",12,Spinal Surgeon
"All Type Of Spine Diseases, Orthopedic Consultation, Hip And Knee Joint Arthroplasty/Replacement, Neck Pain, Back Pain, Joint And Muscle Pains, Joint Replacement (Arthroplasty), Manual Therapy Of Spine, Spinal Adjustment","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Naseer Hospital, Garden Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Naseer Hospital, Garden Town, Lahore""}, {""type"": ""Hameed Latif Hospital, Garden Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Hameed Latif Hospital, Garden Town, Lahore""}, {""type"": ""National Hospital, DHA Defence, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""National Hospital, DHA Defence, Lahore""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",32,https://staticconnect.marham.pk/assets/doctors/18251/prof-dr-ibrahim-farooq-pasha-spinal-surgeon-lahore-23_170X170.webp,Prof. Dr. Ibrahim Farooq Pasha,https://www.marham.pk/doctors/lahore/spinal-surgeon/prof-dr-ibrahim-farooq-pasha," MBBS , FCPS Orthopedic Surgery) , Clinical Fellow Spine(AFPGMI) , OJT-Spine Surg(UK) , AO Fellowship Spine(UK) , Consultant Ortho , Llizarov & Spine Surgeon ",0,0,"Spinal Surgeon, Orthopedic Surgeon, Spine Specialist",12,Spinal Surgeon
"Orthopedic Surgery, Spine Surgery, Knee Replacement, Joint Issues, Joint Replacement Surgery, Pediatric Orthopedics, Trauma, Knee Replacement","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""National Hospital, Near Quetta Laboratory Prince Road, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""National Hospital, Near Quetta Laboratory Prince Road, Quetta""}, {""type"": ""BA Healthcare Hospital, Quetta, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""BA Healthcare Hospital, Quetta, Quetta""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",25,https://staticconnect.marham.pk/assets/doctors/7194/prof-dr-lal-muhammad-khan-kakar-orthopedic-surgeon-quetta-28_170X170.webp,Prof. Dr. Lal Muhammad Khan Kakar,https://www.marham.pk/doctors/quetta/orthopedic-surgeon/prof-dr-lal-muhammad-khan-kakar,"MBBS, FCPS (Orthopedic Surgery) , FICS (USA)",0,0,"Orthopedic Surgeon, Spinal Surgeon",12,Spinal Surgeon
"Spine Surgery, Knee Replacement, Joint Issues, Spine Surgery, Joint Replacement Surgery, Pediatric Orthopedics","[{""type"": ""Heart And General Hospital, Model Town, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Heart And General Hospital, Model Town, Quetta""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",10,https://staticconnect.marham.pk/assets/doctors/17380/dr-jamil-ahmed-zehri-orthopedic-surgeon-quetta-14_170X170.webp,Asst. Prof. Dr. Jamil Ahmed Zehri,https://www.marham.pk/doctors/quetta/orthopedic-surgeon/asst-prof-dr-jamil-ahmed-zehri,"MBBS, FCPS,(Orthopedic Surgery, Ghurki)",0,0,"Orthopedic Surgeon, Pediatric Orthopedic Surgeon, Spinal Surgeon",12,Spinal Surgeon
